,word,width,height,left_distance,bottom_distance,right_distance,top_distance,fontname,fontsize,label
823,effectiveness.,68.1666,10.2,381.0904,638.5916,449.257,628.3916,BCDEEE+CenturyGothic,10.2,0
824,Content,40.6368,10.2,257.65,671.0216,298.2868,660.8216,BCDEEE+CenturyGothic,10.2,0
825,Marketing,50.6022,10.2,301.408,671.0216,352.0102,660.8216,BCDEEE+CenturyGothic,10.2,0
826,Specialist,47.1852,10.2,354.7336,671.0216,401.9188,660.8216,BCDEEE+CenturyGothic,10.2,0
827,2008-2009,55.508,10.2,257.65,686.6516,313.158,676.4516,BCDFEE+CenturyGothic-Bold,10.2,0
828,Developed,56.1918,10.2,257.65,699.8466,313.8418,689.6466,BCDEEE+CenturyGothic,10.2,0
829,and,20.1756,10.2,315.8104,699.8466,335.986,689.6466,BCDEEE+CenturyGothic,10.2,0
830,executed,47.8074,10.2,337.9852,699.8466,385.7926,689.6466,BCDEEE+CenturyGothic,10.2,0
831,content,38.8416,10.2,387.7612,699.8466,426.6028,689.6466,BCDEEE+CenturyGothic,10.2,0
832,marketing,50.6022,10.2,428.5306,699.8466,479.1328,689.6466,BCDEEE+CenturyGothic,10.2,0
833,strategies,47.736,10.2,480.6628,699.8466,528.3988,689.6466,BCDEEE+CenturyGothic,10.2,0
834,that,20.2368,10.2,529.8064,699.8466,550.0432,689.6466,BCDEEE+CenturyGothic,10.2,0
835,leveraged,51.3876,10.2,257.65,714.8716,309.0376,704.6716,BCDEEE+CenturyGothic,10.2,0
836,social,29.0088,10.2,312.1996,714.8716,341.2084,704.6716,BCDEEE+CenturyGothic,10.2,0
837,media,32.7318,10.2,343.9522,714.8716,376.684,704.6716,BCDEEE+CenturyGothic,10.2,0
838,to,10.2714,10.2,379.897,714.8716,390.1684,704.6716,BCDEEE+CenturyGothic,10.2,0
839,drive,25.194,10.2,393.0754,714.8716,418.2694,704.6716,BCDEEE+CenturyGothic,10.2,0
840,"traffic,",31.5894,10.2,421.2274,714.8716,452.8168,704.6716,BCDEEE+CenturyGothic,10.2,0
841,"engagement,",68.2074,10.2,455.9686,714.8716,524.176,704.6716,BCDEEE+CenturyGothic,10.2,0
842,and,20.1756,10.2,527.3278,714.8716,547.5034,704.6716,BCDEEE+CenturyGothic,10.2,0
843,conversions.,60.9756,10.2,257.65,729.8716,318.6256,719.6716,BCDEEE+CenturyGothic,10.2,0
844,Produced,49.0008,10.2,321.7774,729.8716,370.7782,719.6716,BCDEEE+CenturyGothic,10.2,0
845,"high-quality,",61.233,10.2,373.9402,729.8716,435.1732,719.6716,BCDEEE+CenturyGothic,10.2,0
846,engaging,48.2358,10.2,438.325,729.8716,486.5608,719.6716,BCDEEE+CenturyGothic,10.2,0
847,content,38.8416,10.2,489.2842,729.8716,528.1258,719.6716,BCDEEE+CenturyGothic,10.2,0
848,for,12.6684,10.2,531.247,729.8716,543.9154,719.6716,BCDEEE+CenturyGothic,10.2,0
849,social,29.0088,10.2,257.65,744.2966,286.6588,734.0966,BCDEEE+CenturyGothic,10.2,0
850,"media,",35.7816,10.2,289.4026,744.2966,325.1842,734.0966,BCDEEE+CenturyGothic,10.2,0
851,email,27.8154,10.2,328.336,744.2966,356.1514,734.0966,BCDEEE+CenturyGothic,10.2,0
852,"marketing,",53.1624,10.2,358.8952,744.2966,412.0576,734.0966,BCDEEE+CenturyGothic,10.2,0
853,and,20.1756,10.2,415.2094,744.2966,435.385,734.0966,BCDEEE+CenturyGothic,10.2,0
854,the,16.218,10.2,438.5776,744.2966,454.7956,734.0966,BCDEEE+CenturyGothic,10.2,0
855,company's,54.315,10.2,457.7536,744.2966,512.0686,734.0966,BCDEEE+CenturyGothic,10.2,0
856,blog.,25.0104,10.2,515.2918,744.2966,540.3022,734.0966,BCDEEE+CenturyGothic,10.2,0
857,EDUCATION,57.9054,10.2,63.675,499.9016,121.5804,489.7016,BCDFEE+CenturyGothic-Bold,10.2,2
858,Bellows,35.1492,10.2,63.675,527.5216,98.8242,517.3216,BCDEEE+CenturyGothic,10.2,0
859,College,38.4132,10.2,102.1,527.5216,140.5132,517.3216,BCDEEE+CenturyGothic,10.2,0
860,2010-2011,55.513,10.2,63.675,543.1416,119.188,532.9416,BCDFEE+CenturyGothic-Bold,10.2,0
861,BA,13.5354,10.2,63.675,556.3416,77.2104,546.1416,BCDEEE+CenturyGothic,10.2,0
862,in,8.6088,10.2,80.4438,556.3416,89.0526,546.1416,BCDEEE+CenturyGothic,10.2,0
863,Communications,84.8742,10.2,91.8168,556.3416,176.691,546.1416,BCDEEE+CenturyGothic,10.2,0
864,East,20.2368,10.2,63.675,604.9716,83.9118,594.7716,BCDEEE+CenturyGothic,10.2,0
865,Beringer,40.2696,10.2,87.033,604.9716,127.3026,594.7716,BCDEEE+CenturyGothic,10.2,0
866,Community,57.6096,10.2,130.1892,604.9716,187.7988,594.7716,BCDEEE+CenturyGothic,10.2,0
867,College,38.4132,10.2,63.675,620.5916,102.0882,610.3916,BCDEEE+CenturyGothic,10.2,0
868,2009-2010,55.513,10.2,63.675,636.8016,119.188,626.6016,BCDFEE+CenturyGothic-Bold,10.2,0
869,AA,15.3408,10.2,63.675,650.0216,79.0158,639.8216,BCDEEE+CenturyGothic,10.2,0
870,in,8.6088,10.2,82.2492,650.0216,90.858,639.8216,BCDEEE+CenturyGothic,10.2,0
871,Communications,84.8742,10.2,93.6222,650.0216,178.4964,639.8216,BCDEEE+CenturyGothic,10.2,0
872,Peyton,159.53905,48.025,54.05,123.55525,213.58905,75.53025,BCDFEE+Arial-BoldMT,48.025,1
873,Davis,127.65045,48.025,54.05,167.41525,181.70045,119.39025,BCDFEE+Arial-BoldMT,48.025,1
874,123,16.4628,10.2,428.23,92.812,444.6928,82.612,BCDEEE+ArialMT,10.2,0
875,South,26.0508,10.2,447.406,92.812,473.4568,82.612,BCDEEE+ArialMT,10.2,0
876,St.,12.4236,10.2,476.7718,92.812,489.1954,82.612,BCDEEE+ArialMT,10.2,0
877,"Manhattan,",49.5924,10.2,492.337,92.812,541.9294,82.612,BCDEEE+ArialMT,10.2,0
878,NY,14.0046,10.2,545.071,92.812,559.0756,82.612,BCDEEE+ArialMT,10.2,0
879,805.555.0123,60.2106,10.2,499.1,110.812,559.3106,100.612,BCDEEE+ArialMT,10.2,0
880,peyton@example.com,100.1844,10.2,458.85,128.842,559.0344,118.642,BCDEEE+ArialMT,10.2,0
881,LinkedIn,38.0154,10.2,489.48,146.842,527.4954,136.642,BCDEEE+ArialMT,10.2,0
882,Profile,29.019,10.2,530.2086,146.842,559.2276,136.642,BCDEEE+ArialMT,10.2,0
883,www.interestingsite.com,110.313,10.2,448.65,164.862,558.963,154.662,BCDEEE+ArialMT,10.2,0
884,ABOUT,64.475425,18.025,54.05,216.36525,118.525425,198.34025,BCDGEE+Arial-BoldMT,18.025,1
885,ME,27.0375,18.025,123.680575,216.36525,150.718075,198.34025,BCDGEE+Arial-BoldMT,18.025,1
886,I,2.8356,10.2,54.05,250.742,56.8856,240.542,BCDEEE+ArialMT,10.2,0
887,am,13.8924,10.2,60.0272,250.742,73.9196,240.542,BCDEEE+ArialMT,10.2,0
888,a,5.6712,10.2,76.8164,250.742,82.4876,240.542,BCDEEE+ArialMT,10.2,0
889,highly,26.6526,10.2,85.2008,250.742,111.8534,240.542,BCDEEE+ArialMT,10.2,0
890,motivated,44.013,10.2,115.1276,250.742,159.1406,240.542,BCDEEE+ArialMT,10.2,0
891,and,16.4628,10.2,161.8538,250.742,178.3166,240.542,BCDEEE+ArialMT,10.2,0
892,results-driven,62.4258,10.2,181.0298,250.742,243.4556,240.542,BCDEEE+ArialMT,10.2,0
893,sales,23.664,10.2,246.1688,250.742,269.8328,240.542,BCDEEE+ArialMT,10.2,0
894,professional,54.3762,10.2,273.107,250.742,327.4832,240.542,BCDEEE+ArialMT,10.2,0
895,seeking,35.0166,10.2,330.5942,250.742,365.6108,240.542,BCDEEE+ArialMT,10.2,0
896,a,5.6712,10.2,368.9156,250.742,374.5868,240.542,BCDEEE+ArialMT,10.2,0
897,challenging,51.1836,10.2,377.3,250.742,428.4836,240.542,BCDEEE+ArialMT,10.2,0
898,opportunity,49.4292,10.2,431.7884,250.742,481.2176,240.542,BCDEEE+ArialMT,10.2,0
899,to,8.6598,10.2,484.4918,250.742,493.1516,240.542,BCDEEE+ArialMT,10.2,0
900,leverage,39.2088,10.2,495.8648,250.742,535.0736,240.542,BCDEEE+ArialMT,10.2,0
901,my,13.5048,10.2,537.7868,250.742,551.2916,240.542,BCDEEE+ArialMT,10.2,0
902,skills,23.0316,10.2,54.05,264.542,77.0816,254.342,BCDEEE+ArialMT,10.2,0
903,and,16.4628,10.2,80.3558,264.542,96.8186,254.342,BCDEEE+ArialMT,10.2,0
904,experience,49.3986,10.2,99.5318,264.542,148.9304,254.342,BCDEEE+ArialMT,10.2,0
905,in,8.058,10.2,151.95,264.542,160.008,254.342,BCDEEE+ArialMT,10.2,0
906,a,5.6712,10.2,162.7212,264.542,168.3924,254.342,BCDEEE+ArialMT,10.2,0
907,dynamic,37.4646,10.2,171.1056,264.542,208.5702,254.342,BCDEEE+ArialMT,10.2,0
908,sales,23.664,10.2,211.8444,264.542,235.5084,254.342,BCDEEE+ArialMT,10.2,0
909,environment.,57.9666,10.2,238.7826,264.542,296.7492,254.342,BCDEEE+ArialMT,10.2,0
910,EXPERIENCE,116.567675,18.025,54.05,313.60525,170.617675,295.58025,BCDGEE+Arial-BoldMT,18.025,3
911,EDUCATION,107.879625,18.025,347.15,313.60525,455.029625,295.58025,BCDGEE+Arial-BoldMT,18.025,2
912,ACCOUNT,50.0412,10.2,54.05,348.012,104.0912,337.812,BCDGEE+Arial-BoldMT,10.2,0
913,MANAGER,51.7752,10.2,107.5,348.012,159.2752,337.812,BCDGEE+Arial-BoldMT,10.2,0
914,/,2.8356,10.2,162.15,348.012,164.9856,337.812,BCDGEE+Arial-BoldMT,10.2,0
915,"VANARSDEL,",64.6374,10.2,168.18,348.012,232.8174,337.812,BCDGEE+Arial-BoldMT,10.2,0
916,LTD.,22.6236,10.2,235.959,348.012,258.5826,337.812,BCDGEE+Arial-BoldMT,10.2,0
917,JUNE,26.6016,10.2,54.05,361.822,80.6516,351.622,BCDGEE+Arial-BoldMT,10.2,0
918,2019,21.8586,10.2,83.4362,361.822,105.2948,351.622,BCDGEE+Arial-BoldMT,10.2,0
919,-,3.3966,10.2,108.7,361.822,112.0966,351.622,BCDGEE+Arial-BoldMT,10.2,0
920,MARCH,37.3728,10.2,115.32,361.822,152.6928,351.622,BCDGEE+Arial-BoldMT,10.2,0
921,Managed,41.6466,10.2,54.05,384.042,95.6966,373.842,BCDEEE+ArialMT,10.2,0
922,and,16.4628,10.2,98.4098,384.042,114.8726,373.842,BCDEEE+ArialMT,10.2,0
923,grew,22.338,10.2,118.1876,384.042,140.5256,373.842,BCDEEE+ArialMT,10.2,0
924,key,15.8814,10.2,143.351,384.042,159.2324,373.842,BCDEEE+ArialMT,10.2,0
925,accounts,40.443,10.2,162.5066,384.042,202.9496,373.842,BCDEEE+ArialMT,10.2,0
926,by,10.4958,10.2,206.2238,384.042,216.7196,373.842,BCDEEE+ArialMT,10.2,0
927,developing,48.2052,10.2,219.9938,384.042,268.199,373.842,BCDEEE+ArialMT,10.2,0
928,strong,28.4274,10.2,54.05,397.842,82.4774,387.642,BCDEEE+ArialMT,10.2,0
929,"relationships,",59.721,10.2,85.7822,397.842,145.5032,387.642,BCDEEE+ArialMT,10.2,0
930,identifying,45.7776,10.2,148.6448,397.842,194.4224,387.642,BCDEEE+ArialMT,10.2,0
931,"opportunities,",60.333,10.2,197.7272,397.842,258.0602,387.642,BCDEEE+ArialMT,10.2,0
932,and,16.4628,10.2,54.05,412.262,70.5128,402.062,BCDEEE+ArialMT,10.2,0
933,implementing,59.6088,10.2,73.226,412.262,132.8348,402.062,BCDEEE+ArialMT,10.2,0
934,effective,38.5866,10.2,136.1396,412.262,174.7262,402.062,BCDEEE+ArialMT,10.2,0
935,sales,23.664,10.2,177.4394,412.262,201.1034,402.062,BCDEEE+ArialMT,10.2,0
936,strategies.,48.308,10.2,204.3776,412.262,252.6856,402.062,BCDEEE+ArialMT,10.2,0
937,SALES,33.201,10.2,54.05,439.872,87.251,429.672,BCDGEE+Arial-BoldMT,10.2,0
938,ASSOCIATE,58.9866,10.2,90.0356,439.872,149.0222,429.672,BCDGEE+Arial-BoldMT,10.2,0
939,/,2.8356,10.2,151.8068,439.872,154.6424,429.672,BCDGEE+Arial-BoldMT,10.2,0
940,"VANARSDEL,",64.7156,10.2,157.95,439.872,222.6656,429.672,BCDGEE+Arial-BoldMT,10.2,0
941,LTD.,22.6236,10.2,225.8072,439.872,248.4308,429.672,BCDGEE+Arial-BoldMT,10.2,0
942,OCT,21.2364,10.2,54.05,454.292,75.2864,444.092,BCDGEE+Arial-BoldMT,10.2,0
943,2019,21.8718,10.2,78.675,454.292,100.5468,444.092,BCDGEE+Arial-BoldMT,10.2,0
944,–,5.6712,10.2,103.3,454.292,108.9712,444.092,BCDFEE+Arial-BoldMT,10.2,0
945,NOV,21.8076,10.2,111.7,454.292,133.5076,444.092,BCDGEE+Arial-BoldMT,10.2,0
946,2020,21.8718,10.2,136.33,454.292,158.2018,444.092,BCDGEE+Arial-BoldMT,10.2,0
947,Drove,27.2442,10.2,54.05,475.912,81.2942,465.712,BCDEEE+ArialMT,10.2,0
948,revenue,36.2304,10.2,84.0074,475.912,120.2378,465.712,BCDEEE+ArialMT,10.2,0
949,growth,30.8346,10.2,122.951,475.912,153.7856,465.712,BCDEEE+ArialMT,10.2,0
950,through,34.425,10.2,156.4988,475.912,190.9238,465.712,BCDEEE+ArialMT,10.2,0
951,exceptional,50.7858,10.2,193.637,475.912,244.4228,465.712,BCDEEE+ArialMT,10.2,0
952,customer,41.7486,10.2,54.05,490.312,95.7986,480.112,BCDEEE+ArialMT,10.2,0
953,service,33.201,10.2,97.7876,490.312,130.9886,480.112,BCDEEE+ArialMT,10.2,0
954,and,16.4628,10.2,132.5084,490.312,148.9712,480.112,BCDEEE+ArialMT,10.2,0
955,strategic,39.219,10.2,151.6844,490.312,190.9034,480.112,BCDEEE+ArialMT,10.2,0
956,sales,23.664,10.2,192.9842,490.312,216.6482,480.112,BCDEEE+ArialMT,10.2,0
957,techniques,48.8274,10.2,219.9224,490.312,268.7498,480.112,BCDEEE+ArialMT,10.2,0
958,as,10.4958,10.2,54.05,504.122,64.5458,493.922,BCDEEE+ArialMT,10.2,0
959,a,5.6712,10.2,67.82,504.122,73.4912,493.922,BCDEEE+ArialMT,10.2,0
960,Sales,24.8778,10.2,76.2044,504.122,101.0822,493.922,BCDEEE+ArialMT,10.2,0
961,Associate.,47.4292,10.2,104.3564,504.122,151.7856,493.922,BCDEEE+ArialMT,10.2,0
962,MBA,22.9704,10.2,347.15,348.012,370.1204,337.812,BCDGEE+Arial-BoldMT,10.2,0
963,/,2.8356,10.2,372.9458,348.012,375.7814,337.812,BCDGEE+Arial-BoldMT,10.2,0
964,"SCHOOL,",45.441,10.2,378.923,348.012,424.364,337.812,BCDGEE+Arial-BoldMT,10.2,0
965,LOCATION,52.9482,10.2,427.5056,348.012,480.4538,337.812,BCDGEE+Arial-BoldMT,10.2,0
966,MAY,22.4094,10.2,347.15,361.822,369.5594,351.622,BCDGEE+Arial-BoldMT,10.2,0
967,2021,21.8586,10.2,372.344,361.822,394.2026,351.622,BCDGEE+Arial-BoldMT,10.2,0
968,Master,30.9672,10.2,347.15,384.042,378.1172,373.842,BCDEEE+ArialMT,10.2,0
969,of,8.2314,10.2,381.2996,384.042,389.531,373.842,BCDEEE+ArialMT,10.2,0
970,Business,41.0448,10.2,392.6726,384.042,433.7174,373.842,BCDEEE+ArialMT,10.2,0
971,Administration,64.3722,10.2,436.9916,384.042,501.3638,373.842,BCDEEE+ArialMT,10.2,0
972,degree,31.4364,10.2,504.077,384.042,535.5134,373.842,BCDEEE+ArialMT,10.2,0
973,with,18.2478,10.2,538.2266,384.042,556.4744,373.842,BCDEEE+ArialMT,10.2,0
974,strong,28.4274,10.2,347.15,397.842,375.5774,387.642,BCDEEE+ArialMT,10.2,0
975,foundation,46.41,10.2,378.8822,397.842,425.2922,387.642,BCDEEE+ArialMT,10.2,0
976,in,8.058,10.2,428.0054,397.842,436.0634,387.642,BCDEEE+ArialMT,10.2,0
977,business,39.8412,10.2,438.7766,397.842,478.6178,387.642,BCDEEE+ArialMT,10.2,0
978,theory,28.308,10.2,481.892,397.842,510.2,387.642,BCDEEE+ArialMT,10.2,0
979,and,16.4716,10.2,513.5,397.842,529.9716,387.642,BCDEEE+ArialMT,10.2,0
980,management.,61.0856,10.2,347.15,412.262,408.2356,402.062,BCDEEE+ArialMT,10.2,0
981,BA,14.5656,10.2,347.15,439.872,361.7156,429.672,BCDGEE+Arial-BoldMT,10.2,0
982,/,2.8356,10.2,364.541,439.872,367.3766,429.672,BCDGEE+Arial-BoldMT,10.2,0
983,"SCHOOL,",45.441,10.2,370.57,439.872,416.011,429.672,BCDGEE+Arial-BoldMT,10.2,0
984,LOCATION,52.9482,10.2,419.1526,439.872,472.1008,429.672,BCDGEE+Arial-BoldMT,10.2,0
985,DEC,21.165,10.2,347.15,454.292,368.315,444.092,BCDGEE+Arial-BoldMT,10.2,0
986,2021,21.8586,10.2,371.1404,454.292,392.999,444.092,BCDGEE+Arial-BoldMT,10.2,0
987,Degree,33.2406,10.2,347.15,475.912,380.3906,465.712,BCDEEE+ArialMT,10.2,0
988,in,8.058,10.2,383.1038,475.912,391.1618,465.712,BCDEEE+ArialMT,10.2,0
989,Business,41.0448,10.2,393.875,475.912,434.9198,465.712,BCDEEE+ArialMT,10.2,0
990,Administration,64.3722,10.2,438.194,475.912,502.5662,465.712,BCDEEE+ArialMT,10.2,0
991,with,18.2478,10.2,505.2794,475.912,523.5272,465.712,BCDEEE+ArialMT,10.2,0
992,a,5.6712,10.2,526.2404,475.912,531.9116,465.712,BCDEEE+ArialMT,10.2,0
993,comprehensive,68.5848,10.2,347.15,490.312,415.7348,480.112,BCDEEE+ArialMT,10.2,0
994,understanding,63.189,10.2,417.8564,490.312,481.0454,480.112,BCDEEE+ArialMT,10.2,0
995,of,8.2314,10.2,484.3502,490.312,492.5816,480.112,BCDEEE+ArialMT,10.2,0
996,core,20.043,10.2,495.7232,490.312,515.7662,480.112,BCDEEE+ArialMT,10.2,0
997,business,39.8412,10.2,518.4794,490.312,558.3206,480.112,BCDEEE+ArialMT,10.2,0
998,principles.,46.0656,10.2,347.15,504.122,393.2156,493.922,BCDEEE+ArialMT,10.2,0
999,SKILLS,63.646275,18.025,54.05,553.20525,117.696275,535.18025,BCDGEE+Arial-BoldMT,18.025,4
1000,•,5.52,12,54.05,588.042,59.57,576.042,BCDHEE+SymbolMT,12,0
1001,Problem,37.2606,10.2,72.075,587.592,109.3356,577.392,BCDEEE+ArialMT,10.2,0
1002,solving,32.0076,10.2,112.2324,587.592,144.24,577.392,BCDEEE+ArialMT,10.2,0
1003,•,5.52,12,54.05,601.842,59.57,589.842,BCDHEE+SymbolMT,12,0
1004,Flexibility,42.1974,10.2,72.075,601.392,114.2724,591.192,BCDEEE+ArialMT,10.2,0
1005,•,5.52,12,222.23,588.042,227.75,576.042,BCDHEE+SymbolMT,12,0
1006,Communication,69.8088,10.2,240.23,587.592,310.0388,577.392,BCDEEE+ArialMT,10.2,0
1007,•,5.52,12,222.23,601.842,227.75,589.842,BCDHEE+SymbolMT,12,0
1008,Organization,57.2016,10.2,240.23,601.392,297.4316,591.192,BCDEEE+ArialMT,10.2,0
1009,•,5.52,12,390.38,588.042,395.9,576.042,BCDHEE+SymbolMT,12,0
1010,Critical,31.5996,10.2,408.4,587.592,439.9996,577.392,BCDEEE+ArialMT,10.2,0
1011,thinking,35.0064,10.2,443.1106,587.592,478.117,577.392,BCDEEE+ArialMT,10.2,0
1012,•,5.52,12,390.38,601.842,395.9,589.842,BCDHEE+SymbolMT,12,0
1013,Collaboration,58.9866,10.2,408.4,601.392,467.3866,591.192,BCDEEE+ArialMT,10.2,0
1014,ACTIVITIES,99.624175,18.025,54.05,650.48525,153.674175,632.46025,BCDGEE+Arial-BoldMT,18.025,1
1015,As,11.6994,10.2,54.05,684.862,65.7494,674.662,BCDEEE+ArialMT,10.2,0
1016,an,11.067,10.2,68.432,684.862,79.499,674.662,BCDEEE+ArialMT,10.2,0
1017,avid,18.8394,10.2,82.2122,684.862,101.0516,674.662,BCDEEE+ArialMT,10.2,0
1018,networker,44.1456,10.2,103.1732,684.862,147.3188,674.662,BCDEEE+ArialMT,10.2,0
1019,and,16.4628,10.2,149.9096,684.862,166.3724,674.662,BCDEEE+ArialMT,10.2,0
1020,"people-person,",66.7074,10.2,169.6874,684.862,236.3948,674.662,BCDEEE+ArialMT,10.2,0
1021,I,2.8356,10.2,238.9448,684.862,241.7804,674.662,BCDEEE+ArialMT,10.2,0
1022,am,13.8924,10.2,244.922,684.862,258.8144,674.662,BCDEEE+ArialMT,10.2,0
1023,passionate,48.7968,10.2,261.7112,684.862,310.508,674.662,BCDEEE+ArialMT,10.2,0
1024,about,24.4188,10.2,313.2212,684.862,337.64,674.662,BCDEEE+ArialMT,10.2,0
1025,attending,41.0142,10.2,340.7816,684.862,381.7958,674.662,BCDEEE+ArialMT,10.2,0
1026,industry,35.6388,10.2,385.1006,684.862,420.7394,674.662,BCDEEE+ArialMT,10.2,0
1027,"events,",32.7828,10.2,424.0136,684.862,456.7964,674.662,BCDEEE+ArialMT,10.2,0
1028,building,34.4148,10.2,459.938,684.862,494.3528,674.662,BCDEEE+ArialMT,10.2,0
1029,"relationships,",59.721,10.2,497.6576,684.862,557.3786,674.662,BCDEEE+ArialMT,10.2,0
1030,and,16.4628,10.2,54.05,699.267,70.5128,689.067,BCDEEE+ArialMT,10.2,0
1031,identifying,45.7776,10.2,73.226,699.267,119.0036,689.067,BCDEEE+ArialMT,10.2,0
1032,new,18.156,10.2,122.3084,699.267,140.4644,689.067,BCDEEE+ArialMT,10.2,0
1033,business,39.8412,10.2,143.2898,699.267,183.131,689.067,BCDEEE+ArialMT,10.2,0
1034,opportunities.,60.333,10.2,186.4052,699.267,246.7382,689.067,BCDEEE+ArialMT,10.2,0
1035,In,8.6598,10.2,249.8798,699.267,258.5396,689.067,BCDEEE+ArialMT,10.2,0
1036,my,13.5048,10.2,261.2528,699.267,274.7576,689.067,BCDEEE+ArialMT,10.2,0
1037,free,17.646,10.2,278.0318,699.267,295.6778,689.067,BCDEEE+ArialMT,10.2,0
1038,"time,",22.0116,10.2,298.391,699.267,320.4026,689.067,BCDEEE+ArialMT,10.2,0
1039,I,2.8356,10.2,323.5442,699.267,326.3798,689.067,BCDEEE+ArialMT,10.2,0
1040,enjoy,23.6742,10.2,329.5214,699.267,353.1956,689.067,BCDEEE+ArialMT,10.2,0
1041,reading,33.2316,10.2,356.4698,699.267,389.7014,689.067,BCDEEE+ArialMT,10.2,0
1042,sales,23.664,10.2,393.0062,699.267,416.6702,689.067,BCDEEE+ArialMT,10.2,0
1043,and,16.4628,10.2,419.9444,699.267,436.4072,689.067,BCDEEE+ArialMT,10.2,0
1044,marketing,44.6148,10.2,439.1204,699.267,483.7352,689.067,BCDEEE+ArialMT,10.2,0
1045,"blogs,",27.387,10.2,487.04,699.267,514.427,689.067,BCDEEE+ArialMT,10.2,0
1046,researching,52.989,10.2,54.05,713.092,107.039,702.892,BCDEEE+ArialMT,10.2,0
1047,industry,35.6388,10.2,110.3438,713.092,145.9826,702.892,BCDEEE+ArialMT,10.2,0
1048,"trends,",30.9876,10.2,149.2568,713.092,180.2444,702.892,BCDEEE+ArialMT,10.2,0
1049,and,16.4628,10.2,183.386,713.092,199.8488,702.892,BCDEEE+ArialMT,10.2,0
1050,developing,48.7176,10.2,202.562,713.092,251.2796,702.892,BCDEEE+ArialMT,10.2,0
1051,new,18.156,10.2,254.5844,713.092,272.7404,702.892,BCDEEE+ArialMT,10.2,0
1052,sales,23.664,10.2,275.5658,713.092,299.2298,702.892,BCDEEE+ArialMT,10.2,0
1053,strategies,44.6148,10.2,302.504,713.092,347.1188,702.892,BCDEEE+ArialMT,10.2,0
1054,to,8.6598,10.2,350.393,713.092,359.0528,702.892,BCDEEE+ArialMT,10.2,0
1055,stay,18.87,10.2,361.766,713.092,380.636,702.892,BCDEEE+ArialMT,10.2,0
1056,ahead,27.2544,10.2,383.9102,713.092,411.1646,702.892,BCDEEE+ArialMT,10.2,0
1057,of,8.2314,10.2,413.8778,713.092,422.1092,702.892,BCDEEE+ArialMT,10.2,0
1058,the,14.0556,10.2,425.2508,713.092,439.3064,702.892,BCDEEE+ArialMT,10.2,0
1059,competition.,55.116,10.2,442.0196,713.092,497.1356,702.892,BCDEEE+ArialMT,10.2,0
1060,Daniel,47.37738461,14.84250013,263.613274,56.24999766,310.9906586,41.40749752,AAAAAA+MerriweatherLight18pt-Regular,14.84250013,1
1061,Mike,33.8831218,14.84250013,314.5045874,56.24999766,348.3877092,41.40749752,AAAAAA+MerriweatherLight18pt-Regular,14.84250013,1
1062,Heidelberg,34.63704907,6.749999719,132.199217,75.74999684,166.8362661,68.99999713,BAAAAA+MerriweatherLight18pt-Regular,6.749999719,0
1063,"West,",17.28067607,6.749999719,168.4359138,75.74999684,185.7165898,68.99999713,BAAAAA+MerriweatherLight18pt-Regular,6.749999719,0
1064,"Victoria,",26.35331147,6.749999719,188.7187421,75.74999684,215.0720536,68.99999713,BAAAAA+MerriweatherLight18pt-Regular,6.749999719,0
1065,Australia,28.70386739,6.749999719,218.0742134,75.74999684,246.7780808,68.99999713,BAAAAA+MerriweatherLight18pt-Regular,6.749999719,0
1066,dan44@hotmail.com,87.14765566,6.749999719,258.8554617,75.74999684,346.0031174,68.99999713,BAAAAA+MerriweatherLight18pt-Regular,6.749999719,0
1067,424466697,37.60355648,6.749999719,358.0781101,75.74999684,395.6816666,68.99999713,BAAAAA+MerriweatherLight18pt-Regular,6.749999719,0
1068,in/daniel-f-88,81.10983563,6.749999719,407.753893,75.74999684,488.8637286,68.99999713,BAAAAA+MerriweatherLight18pt-Regular,6.749999719,0
1069,SUMMARY,56.89054127,10.34999972,39.67968585,124.4999948,96.57022712,114.1499951,CAAAAA+MerriweatherLight18pt-Regular,10.34999972,1
1070,Customer,35.10517136,7.649999531,39.67968585,140.9999941,74.7848572,133.3499946,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1071,service,25.33763955,7.649999531,76.59162963,140.9999941,101.9292692,133.3499946,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1072,professional,43.93268694,7.649999531,103.7354007,140.9999941,147.6680877,133.3499946,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1073,with,16.62075879,7.649999531,149.4761633,140.9999941,166.0969221,133.3499946,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1074,over,15.84320926,7.649999531,167.9016538,140.9999941,183.7448631,133.3499946,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1075,five,13.28806415,7.649999531,185.5516355,140.9999941,198.8396997,133.3499946,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1076,years,19.09454643,7.649999531,200.6458312,140.9999941,219.7403776,133.3499946,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1077,of,7.12063416,7.649999531,221.546839,140.9999941,228.6674731,133.3499946,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1078,delivering,36.3330909,7.649999531,230.4749468,140.9999941,266.8080377,133.3499946,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
1079,exceptional,41.53003444,7.649999531,268.6133768,140.9999941,310.1434112,133.3499946,BAAAAA+MerriweatherLight18pt-Regular,7.649999531,0
