,word,width,height,left_distance,bottom_distance,right_distance,top_distance,fontname,fontsize,label
781,University,63.36373227,12.30749934,21.59765535,344.3391681,84.96138762,332.0316688,CAAAAA+Montserrat-SemiBold,12.30749934,0
782,of,12.79146691,12.30749934,88.34765257,344.3391681,101.1391195,332.0316688,CAAAAA+Montserrat-SemiBold,12.30749934,0
783,Texas,34.83836097,12.30749934,104.8476519,344.3391681,139.6860129,332.0316688,CAAAAA+Montserrat-SemiBold,12.30749934,0
784,September,62.91500747,11.00999977,37.34765469,359.7634951,100.2626622,348.7534953,DAAAAA+Montserrat-Regular,11.00999977,0
785,2008,28.02437898,11.00999977,103.3476519,359.7634951,131.3720309,348.7534953,DAAAAA+Montserrat-Regular,11.00999977,0
786,-,4.205819911,11.00999977,134.0976507,359.7634951,138.3034706,348.7534953,DAAAAA+Montserrat-Regular,11.00999977,0
787,April,26.21168897,11.00999977,141.5976504,359.7634951,167.8093393,348.7534953,DAAAAA+Montserrat-Regular,11.00999977,0
788,2012,23.50367915,11.00999977,170.8476491,359.7634951,194.3513283,348.7534953,DAAAAA+Montserrat-Regular,11.00999977,0
789,"Austin,",38.33411845,11.00999977,37.34765469,375.5134944,75.68177314,364.5034946,DAAAAA+Montserrat-Regular,11.00999977,0
790,TX,13.2225596,11.00999977,78.59765298,375.5134944,91.82021257,364.5034946,DAAAAA+Montserrat-Regular,11.00999977,0
791,SKILLS,55.04740271,15.54749935,21.59765535,419.7599975,76.64505806,404.2124982,AAAAAA+Lora-Bold,15.54749935,SKILLS
792,Salesforce,56.1500378,11.00999977,33.59765485,437.0134918,89.74769265,426.0034921,DAAAAA+Montserrat-Regular,11.00999977,0
793,Microsoft,50.97005797,11.00999977,33.59765485,452.0134912,84.56771282,441.0034915,DAAAAA+Montserrat-Regular,11.00999977,0
794,"Excel,",31.58411873,11.00999977,87.5976526,452.0134912,119.1817713,441.0034915,DAAAAA+Montserrat-Regular,11.00999977,0
795,"Word,",32.3341187,11.00999977,122.0976512,452.0134912,154.4317699,441.0034915,DAAAAA+Montserrat-Regular,11.00999977,0
796,PowerPoint,65.97005734,11.00999977,33.59765485,465.5134907,99.56771219,454.5034909,DAAAAA+Montserrat-Regular,11.00999977,0
797,Tableau,44.15972831,11.00999977,33.59765485,480.51349,77.75738316,469.5034903,DAAAAA+Montserrat-Regular,11.00999977,0
798,Data,26.74589902,11.00999977,33.59765485,496.2634894,60.34355387,485.2534896,DAAAAA+Montserrat-Regular,11.00999977,0
799,Analysis,45.13388823,11.00999977,63.5976536,496.2634894,108.7315418,485.2534896,DAAAAA+Montserrat-Regular,11.00999977,0
800,&,7.365689844,11.00999977,111.5976516,496.2634894,118.9633414,485.2534896,DAAAAA+Montserrat-Regular,11.00999977,0
801,Reporting,56.30285781,11.00999977,122.0976512,496.2634894,178.400509,485.2534896,DAAAAA+Montserrat-Regular,11.00999977,0
802,Employee,56.1500378,11.00999977,33.59765485,512.0134887,89.74769265,501.003489,DAAAAA+Montserrat-Regular,11.00999977,0
803,Onboarding,67.55285734,11.00999977,92.84765238,512.0134887,160.4005097,501.003489,DAAAAA+Montserrat-Regular,11.00999977,0
804,Leadership,62.21477756,11.00999977,33.59765485,527.0134881,95.81243241,516.0034883,DAAAAA+Montserrat-Regular,11.00999977,0
805,Experience,62.15003755,11.00999977,98.84765213,527.0134881,160.9976897,516.0034883,DAAAAA+Montserrat-Regular,11.00999977,0
806,CAREER,61.66558243,15.54749935,230.4023379,41.01001329,292.0679203,25.46251394,AAAAAA+Lora-Bold,15.54749935,PERSONAL
807,SUMMARY,82.37017907,15.54749935,295.6523352,41.01001329,378.0225142,25.46251394,AAAAAA+Lora-Bold,15.54749935,PERSONAL
808,People,38.90003852,11.00999977,230.4023379,58.26350763,269.3023764,47.25350786,DAAAAA+Montserrat-Regular,11.00999977,0
809,and,21.71477925,11.00999977,272.4023361,58.26350763,294.1171154,47.25350786,DAAAAA+Montserrat-Regular,11.00999977,0
810,results-oriented,88.46477647,11.00999977,297.1523351,58.26350763,385.6171116,47.25350786,DAAAAA+Montserrat-Regular,11.00999977,0
811,professional,66.71168728,11.00999977,388.6523313,58.26350763,455.3640186,47.25350786,DAAAAA+Montserrat-Regular,11.00999977,0
812,with,24.70376912,11.00999977,458.4023284,58.26350763,483.1060975,47.25350786,DAAAAA+Montserrat-Regular,11.00999977,0
813,10,11.03861969,11.00999977,486.1523272,58.26350763,497.1909469,47.25350786,DAAAAA+Montserrat-Regular,11.00999977,0
814,years,29.38388889,11.00999977,500.4023266,58.26350763,529.7862155,47.25350786,DAAAAA+Montserrat-Regular,11.00999977,0
815,of,10.48238964,11.00999977,532.6523253,58.26350763,543.1347149,47.25350786,DAAAAA+Montserrat-Regular,11.00999977,0
816,experience,61.40003758,11.00999977,230.4023379,71.76350707,291.8023755,60.7535073,DAAAAA+Montserrat-Regular,11.00999977,0
817,managing,58.55285771,11.00999977,294.9023352,71.76350707,353.4551929,60.7535073,DAAAAA+Montserrat-Regular,11.00999977,0
818,operations,59.38388764,11.00999977,356.4023326,71.76350707,415.7862203,60.7535073,DAAAAA+Montserrat-Regular,11.00999977,0
819,holistically.,60.08411754,11.00999977,418.6523301,71.76350707,478.7364476,60.7535073,DAAAAA+Montserrat-Regular,11.00999977,0
820,Motivated,56.21477781,11.00999977,481.6523274,71.76350707,537.8671052,60.7535073,DAAAAA+Montserrat-Regular,11.00999977,0
821,to,11.40326967,11.00999977,540.902325,71.76350707,552.3055946,60.7535073,DAAAAA+Montserrat-Regular,11.00999977,0
822,invest,32.97005872,11.00999977,555.1523244,71.76350707,588.1223831,60.7535073,DAAAAA+Montserrat-Regular,11.00999977,0
823,in,10.45376972,11.00999977,230.4023379,84.51350654,240.8561076,73.50350677,DAAAAA+Montserrat-Regular,11.00999977,0
824,onboarding,65.30285743,11.00999977,243.9023373,84.51350654,309.2051948,73.50350677,DAAAAA+Montserrat-Regular,11.00999977,0
825,and,21.71477925,11.00999977,312.1523345,84.51350654,333.8671137,73.50350677,DAAAAA+Montserrat-Regular,11.00999977,0
826,training,44.30285831,11.00999977,336.9023335,84.51350654,381.2051918,73.50350677,DAAAAA+Montserrat-Regular,11.00999977,0
827,of,10.48238964,11.00999977,384.1523315,84.51350654,394.6347211,73.50350677,DAAAAA+Montserrat-Regular,11.00999977,0
828,high-caliber,67.41500728,11.00999977,397.6523309,84.51350654,465.0673382,73.50350677,DAAAAA+Montserrat-Regular,11.00999977,0
829,Nordstrom,60.43160772,11.00999977,468.152328,84.51350654,528.5839357,73.50350677,DAAAAA+Montserrat-Regular,11.00999977,0
830,employees,60.88388757,11.00999977,230.4023379,98.01350597,291.2862255,87.00350621,DAAAAA+Montserrat-Regular,11.00999977,0
831,to,11.40326967,11.00999977,294.1523352,98.01350597,305.5556049,87.00350621,DAAAAA+Montserrat-Regular,11.00999977,0
832,ensure,38.15003855,11.00999977,308.4023346,98.01350597,346.5523732,87.00350621,DAAAAA+Montserrat-Regular,11.00999977,0
833,every,29.96741887,11.00999977,349.6523329,98.01350597,379.6197518,87.00350621,DAAAAA+Montserrat-Regular,11.00999977,0
834,department,68.22005725,11.00999977,382.6523316,98.01350597,450.8723888,87.00350621,DAAAAA+Montserrat-Regular,11.00999977,0
835,runs,24.88388907,11.00999977,453.9023286,98.01350597,478.7862177,87.00350621,DAAAAA+Montserrat-Regular,11.00999977,0
836,"smoothly,",54.08411779,11.00999977,481.6523274,98.01350597,535.7364452,87.00350621,DAAAAA+Montserrat-Regular,11.00999977,0
837,each,26.95376903,11.00999977,538.6523251,98.01350597,565.6060941,87.00350621,DAAAAA+Montserrat-Regular,11.00999977,0
838,decision,45.70376825,11.00999977,230.4023379,110.7635054,276.1061061,99.75350568,DAAAAA+Montserrat-Regular,11.00999977,0
839,is,8.383889761,11.00999977,279.1523359,110.7635054,287.5362256,99.75350568,DAAAAA+Montserrat-Regular,11.00999977,0
840,"prudent,",48.08411804,11.00999977,290.4023354,110.7635054,338.4864534,99.75350568,DAAAAA+Montserrat-Regular,11.00999977,0
841,and,21.71477925,11.00999977,341.4023333,110.7635054,363.1171125,99.75350568,DAAAAA+Montserrat-Regular,11.00999977,0
842,all,12.71168953,11.00999977,366.1523322,110.7635054,378.8640218,99.75350568,DAAAAA+Montserrat-Regular,11.00999977,0
843,deadlines,54.13388785,11.00999977,381.9023316,110.7635054,436.0362194,99.75350568,DAAAAA+Montserrat-Regular,11.00999977,0
844,are,17.90003939,11.00999977,438.9023292,110.7635054,456.8023686,99.75350568,DAAAAA+Montserrat-Regular,11.00999977,0
845,met.,25.58411898,11.00999977,459.9023283,110.7635054,485.4864473,99.75350568,DAAAAA+Montserrat-Regular,11.00999977,0
846,WORK,49.31981795,15.54749935,230.4023379,155.0100085,279.7221558,139.4625092,AAAAAA+Lora-Bold,15.54749935,EXPERIENCE
847,EXPERIENCE,98.20163591,15.54749935,283.6523357,155.0100085,381.8539716,139.4625092,AAAAAA+Lora-Bold,15.54749935,EXPERIENCE
848,Operations,86.3527239,15.54749935,230.4023379,177.9024151,316.7550618,162.3549157,DAAAAA+Montserrat-Regular,15.54749935,0
849,Manager,69.98454458,15.54749935,320.4023341,177.9024151,390.3868787,162.3549157,DAAAAA+Montserrat-Regular,15.54749935,0
850,US,17.49141668,12.30749934,230.4023379,195.0891743,247.8937546,182.781675,CAAAAA+Montserrat-SemiBold,12.30749934,0
851,Farathane,64.65526221,12.30749934,251.402337,195.0891743,316.0575992,182.781675,CAAAAA+Montserrat-SemiBold,12.30749934,0
852,May,23.21741915,11.00999977,246.1523372,210.5135013,269.3697564,199.5035015,DAAAAA+Montserrat-Regular,11.00999977,0
853,2018,24.27437913,11.00999977,272.4023361,210.5135013,296.6767153,199.5035015,DAAAAA+Montserrat-Regular,11.00999977,0
854,-,4.205819911,11.00999977,299.402335,210.5135013,303.6081549,199.5035015,DAAAAA+Montserrat-Regular,11.00999977,0
855,current,41.22005837,11.00999977,306.9023347,210.5135013,348.1223931,199.5035015,DAAAAA+Montserrat-Regular,11.00999977,0
856,"Austin,",38.33411845,11.00999977,399.9023308,210.5135013,438.2364493,199.5035015,DAAAAA+Montserrat-Regular,11.00999977,0
857,TX,13.2225596,11.00999977,441.1523291,210.5135013,454.3748887,199.5035015,DAAAAA+Montserrat-Regular,11.00999977,0
858,Overhauled,65.21477744,11.00999977,255.1523369,225.5135007,320.3671143,214.5035009,DAAAAA+Montserrat-Regular,11.00999977,0
859,existing,43.55285834,11.00999977,323.402334,225.5135007,366.9551924,214.5035009,DAAAAA+Montserrat-Regular,11.00999977,0
860,employee,55.40003783,11.00999977,369.9023321,225.5135007,425.3023699,214.5035009,DAAAAA+Montserrat-Regular,11.00999977,0
861,onboarding,65.30285743,11.00999977,428.4023296,225.5135007,493.7051871,214.5035009,DAAAAA+Montserrat-Regular,11.00999977,0
862,"processes,",56.3341177,11.00999977,496.6523268,225.5135007,552.9864445,214.5035009,DAAAAA+Montserrat-Regular,11.00999977,0
863,resulting,49.55285809,11.00999977,255.1523369,239.0135001,304.705195,228.0035003,DAAAAA+Montserrat-Regular,11.00999977,0
864,in,10.45376972,11.00999977,307.6523347,239.0135001,318.1061044,228.0035003,DAAAAA+Montserrat-Regular,11.00999977,0
865,a,6.495899862,11.00999977,321.1523341,239.0135001,327.648234,228.0035003,DAAAAA+Montserrat-Regular,11.00999977,0
866,performance,72.65003711,11.00999977,330.9023337,239.0135001,403.5523708,228.0035003,DAAAAA+Montserrat-Regular,11.00999977,0
867,increase,46.4000382,11.00999977,406.6523306,239.0135001,453.0523688,228.0035003,DAAAAA+Montserrat-Regular,11.00999977,0
868,of,10.48238964,11.00999977,456.1523285,239.0135001,466.6347181,228.0035003,DAAAAA+Montserrat-Regular,11.00999977,0
869,23%,21.12728931,11.00999977,469.6523279,239.0135001,490.7796172,228.0035003,DAAAAA+Montserrat-Regular,11.00999977,0
870,in,10.45376972,11.00999977,493.6523269,239.0135001,504.1060966,228.0035003,DAAAAA+Montserrat-Regular,11.00999977,0
871,the,18.65003936,11.00999977,507.1523264,239.0135001,525.8023657,228.0035003,DAAAAA+Montserrat-Regular,11.00999977,0
872,average,44.90003827,11.00999977,528.9023255,239.0135001,573.8023637,228.0035003,DAAAAA+Montserrat-Regular,11.00999977,0
873,employee’s,63.13388748,11.00999977,255.1523369,252.5134995,318.2862243,241.5034998,DAAAAA+Montserrat-Regular,11.00999977,0
874,first,21.72005919,11.00999977,321.1523341,252.5134995,342.8723933,241.5034998,DAAAAA+Montserrat-Regular,11.00999977,0
875,4,7.277609845,11.00999977,345.9023331,252.5134995,353.1799429,241.5034998,DAAAAA+Montserrat-Regular,11.00999977,0
876,months,43.63388829,11.00999977,356.4023326,252.5134995,400.0362209,241.5034998,DAAAAA+Montserrat-Regular,11.00999977,0
877,Identified,53.9647779,11.00999977,255.1523369,267.5134989,309.1171148,256.5034991,DAAAAA+Montserrat-Regular,11.00999977,0
878,manually,52.46741794,11.00999977,312.1523345,267.5134989,364.6197524,256.5034991,DAAAAA+Montserrat-Regular,11.00999977,0
879,intensive,50.15003805,11.00999977,367.6523322,267.5134989,417.8023702,256.5034991,DAAAAA+Montserrat-Regular,11.00999977,0
880,data,25.24589908,11.00999977,420.90233,267.5134989,446.148229,256.5034991,DAAAAA+Montserrat-Regular,11.00999977,0
881,collection,53.20376794,11.00999977,449.4023288,267.5134989,502.6060967,256.5034991,DAAAAA+Montserrat-Regular,11.00999977,0
882,tasks,28.63388892,11.00999977,505.6523264,267.5134989,534.2862153,256.5034991,DAAAAA+Montserrat-Regular,11.00999977,0
883,for,14.91500947,11.00999977,537.1523251,267.5134989,552.0673346,256.5034991,DAAAAA+Montserrat-Regular,11.00999977,0
884,the,18.65003936,11.00999977,555.1523244,267.5134989,573.8023637,256.5034991,DAAAAA+Montserrat-Regular,11.00999977,0
885,sales,27.13388898,11.00999977,255.1523369,281.0134983,282.2862258,270.0034986,DAAAAA+Montserrat-Regular,11.00999977,0
886,team,29.681609,11.00999977,285.1523356,281.0134983,314.8339446,270.0034986,DAAAAA+Montserrat-Regular,11.00999977,0
887,and,21.71477925,11.00999977,318.1523342,281.0134983,339.8671135,270.0034986,DAAAAA+Montserrat-Regular,11.00999977,0
888,worked,41.9647784,11.00999977,342.9023332,281.0134983,384.8671116,270.0034986,DAAAAA+Montserrat-Regular,11.00999977,0
889,with,24.70376912,11.00999977,387.9023313,281.0134983,412.6061005,270.0034986,DAAAAA+Montserrat-Regular,11.00999977,0
890,engineering,68.30285731,11.00999977,415.6523302,281.0134983,483.9551875,270.0034986,DAAAAA+Montserrat-Regular,11.00999977,0
891,to,11.40326967,11.00999977,486.9023272,281.0134983,498.3055969,270.0034986,DAAAAA+Montserrat-Regular,11.00999977,0
892,launch,38.20376856,11.00999977,501.1523266,281.0134983,539.3560952,270.0034986,DAAAAA+Montserrat-Regular,11.00999977,0
893,tools,26.38388901,11.00999977,542.4023249,281.0134983,568.7862139,270.0034986,DAAAAA+Montserrat-Regular,11.00999977,0
894,that,23.22005912,11.00999977,255.1523369,294.5134978,278.372396,283.503498,DAAAAA+Montserrat-Regular,11.00999977,0
895,reduced,46.46477822,11.00999977,281.4023358,294.5134978,327.867114,283.503498,DAAAAA+Montserrat-Regular,11.00999977,0
896,manual,43.46168825,11.00999977,330.9023337,294.5134978,374.364022,283.503498,DAAAAA+Montserrat-Regular,11.00999977,0
897,work,27.61700898,11.00999977,377.4023318,294.5134978,405.0193408,283.503498,DAAAAA+Montserrat-Regular,11.00999977,0
898,by,13.46741956,11.00999977,408.1523305,294.5134978,421.6197501,283.503498,DAAAAA+Montserrat-Regular,11.00999977,0
899,117,13.98488955,11.00999977,424.6523298,294.5134978,438.6372194,283.503498,DAAAAA+Montserrat-Regular,11.00999977,0
900,hours,31.63388879,11.00999977,441.9023291,294.5134978,473.5362179,283.503498,DAAAAA+Montserrat-Regular,11.00999977,0
901,each,26.95376903,11.00999977,476.4023276,294.5134978,503.3560967,283.503498,DAAAAA+Montserrat-Regular,11.00999977,0
902,month,38.20376856,11.00999977,506.4023264,294.5134978,544.606095,283.503498,DAAAAA+Montserrat-Regular,11.00999977,0
903,Oversaw,47.9277882,11.00999977,255.1523369,309.5134972,303.0801251,298.5034974,DAAAAA+Montserrat-Regular,11.00999977,0
904,the,18.65003936,11.00999977,306.1523347,309.5134972,324.8023741,298.5034974,DAAAAA+Montserrat-Regular,11.00999977,0
905,development,74.97005697,11.00999977,327.9023338,309.5134972,402.8723908,298.5034974,DAAAAA+Montserrat-Regular,11.00999977,0
906,of,10.48238964,11.00999977,405.9023306,309.5134972,416.3847202,298.5034974,DAAAAA+Montserrat-Regular,11.00999977,0
907,more,29.90003889,11.00999977,419.40233,309.5134972,449.3023689,298.5034974,DAAAAA+Montserrat-Regular,11.00999977,0
908,robust,35.97005859,11.00999977,452.4023286,309.5134972,488.3723872,298.5034974,DAAAAA+Montserrat-Regular,11.00999977,0
909,reporting,52.55285796,11.00999977,491.402327,309.5134972,543.955185,298.5034974,DAAAAA+Montserrat-Regular,11.00999977,0
910,for,14.91500947,11.00999977,546.9023247,309.5134972,561.8173342,298.5034974,DAAAAA+Montserrat-Regular,11.00999977,0
911,the,18.65003936,11.00999977,564.902324,309.5134972,583.5523633,298.5034974,DAAAAA+Montserrat-Regular,11.00999977,0
912,customer,53.16500788,11.00999977,255.1523369,323.0134966,308.3173447,312.0034968,DAAAAA+Montserrat-Regular,11.00999977,0
913,support,43.47005828,11.00999977,311.4023345,323.0134966,354.8723928,312.0034968,DAAAAA+Montserrat-Regular,11.00999977,0
914,team,29.681609,11.00999977,357.9023326,323.0134966,387.5839416,312.0034968,DAAAAA+Montserrat-Regular,11.00999977,0
915,which,33.70376875,11.00999977,390.9023312,323.0134966,424.6061,312.0034968,DAAAAA+Montserrat-Regular,11.00999977,0
916,improved,53.9647779,11.00999977,427.6523297,323.0134966,481.6171076,312.0034968,DAAAAA+Montserrat-Regular,11.00999977,0
917,customer,53.16500788,11.00999977,484.6523273,323.0134966,537.8173352,312.0034968,DAAAAA+Montserrat-Regular,11.00999977,0
918,NPS,24.02114914,11.00999977,540.902325,323.0134966,564.9234741,312.0034968,DAAAAA+Montserrat-Regular,11.00999977,0
919,by,13.46741956,11.00999977,567.9023238,323.0134966,581.3697434,312.0034968,DAAAAA+Montserrat-Regular,11.00999977,0
920,12%,18.8772894,11.00999977,255.1523369,335.7634961,274.0296263,324.7534963,DAAAAA+Montserrat-Regular,11.00999977,0
921,year,23.91500909,11.00999977,276.902336,335.7634961,300.8173451,324.7534963,DAAAAA+Montserrat-Regular,11.00999977,0
922,over,23.91500909,11.00999977,303.9023348,335.7634961,327.8173439,324.7534963,DAAAAA+Montserrat-Regular,11.00999977,0
923,year,23.91500909,11.00999977,330.9023337,335.7634961,354.8173428,324.7534963,DAAAAA+Montserrat-Regular,11.00999977,0
924,Created,44.96477828,11.00999977,255.1523369,351.5134954,300.1171151,340.5034956,DAAAAA+Montserrat-Regular,11.00999977,0
925,coaching,51.05285803,11.00999977,303.1523349,351.5134954,354.2051929,340.5034956,DAAAAA+Montserrat-Regular,11.00999977,0
926,strategy,45.71741822,11.00999977,357.1523326,351.5134954,402.8697508,340.5034956,DAAAAA+Montserrat-Regular,11.00999977,0
927,for,14.91500947,11.00999977,405.9023306,351.5134954,420.8173401,340.5034956,DAAAAA+Montserrat-Regular,11.00999977,0
928,sales,27.13388898,11.00999977,423.9023298,351.5134954,451.0362188,340.5034956,DAAAAA+Montserrat-Regular,11.00999977,0
929,development,74.97005697,11.00999977,453.9023286,351.5134954,528.8723856,340.5034956,DAAAAA+Montserrat-Regular,11.00999977,0
930,"reps,",26.33411895,11.00999977,531.9023253,351.5134954,558.2364443,340.5034956,DAAAAA+Montserrat-Regular,11.00999977,0
931,leading,42.0528584,11.00999977,255.1523369,365.0134948,297.2051953,354.0034951,DAAAAA+Montserrat-Regular,11.00999977,0
932,to,11.40326967,11.00999977,300.152335,365.0134948,311.5556047,354.0034951,DAAAAA+Montserrat-Regular,11.00999977,0
933,a,6.495899862,11.00999977,314.4023344,365.0134948,320.8982343,354.0034951,DAAAAA+Montserrat-Regular,11.00999977,0
934,new,23.9277892,11.00999977,324.152334,365.0134948,348.0801232,354.0034951,DAAAAA+Montserrat-Regular,11.00999977,0
935,business,48.1338881,11.00999977,351.1523329,365.0134948,399.286221,354.0034951,DAAAAA+Montserrat-Regular,11.00999977,0
936,performance,72.65003711,11.00999977,402.1523307,365.0134948,474.8023679,354.0034951,DAAAAA+Montserrat-Regular,11.00999977,0
937,that,23.22005912,11.00999977,477.9023276,365.0134948,501.1223867,354.0034951,DAAAAA+Montserrat-Regular,11.00999977,0
938,was,21.8838892,11.00999977,504.1523265,365.0134948,526.0362157,354.0034951,DAAAAA+Montserrat-Regular,11.00999977,0
939,28%,21.87728927,11.00999977,528.9023255,365.0134948,550.7796147,354.0034951,DAAAAA+Montserrat-Regular,11.00999977,0
940,above,33.65003873,11.00999977,553.6523244,365.0134948,587.3023632,354.0034951,DAAAAA+Montserrat-Regular,11.00999977,0
941,plan,24.70376912,11.00999977,255.1523369,377.7634943,279.856106,366.7534946,DAAAAA+Montserrat-Regular,11.00999977,0
942,for,14.91500947,11.00999977,282.9023357,377.7634943,297.8173452,366.7534946,DAAAAA+Montserrat-Regular,11.00999977,0
943,2019,23.95508914,11.00999977,300.902335,377.7634943,324.8574241,366.7534946,DAAAAA+Montserrat-Regular,11.00999977,0
944,Reduced,50.21477806,11.00999977,255.1523369,393.5134937,305.3671149,382.5034939,DAAAAA+Montserrat-Regular,11.00999977,0
945,headcount,60.72005756,11.00999977,308.4023346,393.5134937,369.1223922,382.5034939,DAAAAA+Montserrat-Regular,11.00999977,0
946,by,13.46741956,11.00999977,372.152332,393.5134937,385.6197516,382.5034939,DAAAAA+Montserrat-Regular,11.00999977,0
947,11%,16.62728949,11.00999977,388.6523313,393.5134937,405.2796208,382.5034939,DAAAAA+Montserrat-Regular,11.00999977,0
948,while,29.90003889,11.00999977,408.1523305,393.5134937,438.0523694,382.5034939,DAAAAA+Montserrat-Regular,11.00999977,0
949,exceeding,57.80285775,11.00999977,441.1523291,393.5134937,498.9551869,382.5034939,DAAAAA+Montserrat-Regular,11.00999977,0
950,revenue,45.65003823,11.00999977,501.9023266,393.5134937,547.5523648,382.5034939,DAAAAA+Montserrat-Regular,11.00999977,0
951,goals,29.38388889,11.00999977,550.6523246,393.5134937,580.0362134,382.5034939,DAAAAA+Montserrat-Regular,11.00999977,0
952,by,13.46741956,11.00999977,255.1523369,407.0134931,268.6197564,396.0034933,DAAAAA+Montserrat-Regular,11.00999977,0
953,18%,19.62728937,11.00999977,271.6523362,407.0134931,291.2796255,396.0034933,DAAAAA+Montserrat-Regular,11.00999977,0
954,Grew,29.17778898,11.00999977,255.1523369,422.0134925,284.3301259,411.0034927,DAAAAA+Montserrat-Regular,11.00999977,0
955,to,11.40326967,11.00999977,287.4023355,422.0134925,298.8056052,411.0034927,DAAAAA+Montserrat-Regular,11.00999977,0
956,lead,23.96477915,11.00999977,301.6523349,422.0134925,325.6171141,411.0034927,DAAAAA+Montserrat-Regular,11.00999977,0
957,and,21.71477925,11.00999977,328.6523338,422.0134925,350.3671131,411.0034927,DAAAAA+Montserrat-Regular,11.00999977,0
958,onboard,47.21477819,11.00999977,353.4023328,422.0134925,400.617111,411.0034927,DAAAAA+Montserrat-Regular,11.00999977,0
959,a,6.495899862,11.00999977,403.6523307,422.0134925,410.1482305,411.0034927,DAAAAA+Montserrat-Regular,11.00999977,0
960,team,29.681609,11.00999977,413.4023303,422.0134925,443.0839393,411.0034927,DAAAAA+Montserrat-Regular,11.00999977,0
961,of,10.48238964,11.00999977,446.4023289,422.0134925,456.8847185,411.0034927,DAAAAA+Montserrat-Regular,11.00999977,0
962,4,7.277609845,11.00999977,459.9023283,422.0134925,467.1799382,411.0034927,DAAAAA+Montserrat-Regular,11.00999977,0
963,operations,59.38388764,11.00999977,470.4023279,422.0134925,529.7862155,411.0034927,DAAAAA+Montserrat-Regular,11.00999977,0
964,analysts,45.13388823,11.00999977,532.6523253,422.0134925,577.7862135,411.0034927,DAAAAA+Montserrat-Regular,11.00999977,0
965,Operations,86.3527239,15.54749935,230.4023379,456.9024035,316.7550618,441.3549041,DAAAAA+Montserrat-Regular,15.54749935,0
966,Manager,69.98454458,15.54749935,320.4023341,456.9024035,390.3868787,441.3549041,DAAAAA+Montserrat-Regular,15.54749935,0
967,Lova,29.97065116,12.30749934,230.4023379,474.0891627,260.3729891,461.7816634,CAAAAA+Montserrat-SemiBold,12.30749934,0
968,North,36.93063586,12.30749934,264.1523365,474.0891627,301.0829724,461.7816634,CAAAAA+Montserrat-SemiBold,12.30749934,0
969,"America,",56.25302762,12.30749934,304.6523348,474.0891627,360.9053624,461.7816634,CAAAAA+Montserrat-SemiBold,12.30749934,0
970,Inc.,22.50302903,12.30749934,364.6523323,474.0891627,387.1553613,461.7816634,CAAAAA+Montserrat-SemiBold,12.30749934,0
971,August,40.47005841,11.00999977,246.1523372,489.5134897,286.6223956,478.5034899,DAAAAA+Montserrat-Regular,11.00999977,0
972,2016,23.95508914,11.00999977,289.6523354,489.5134897,313.6074246,478.5034899,DAAAAA+Montserrat-Regular,11.00999977,0
973,-,4.205819911,11.00999977,316.6523343,489.5134897,320.8581542,478.5034899,DAAAAA+Montserrat-Regular,11.00999977,0
974,May,23.21741915,11.00999977,324.152334,489.5134897,347.3697531,478.5034899,DAAAAA+Montserrat-Regular,11.00999977,0
975,2018,24.27437913,11.00999977,350.4023329,489.5134897,374.676712,478.5034899,DAAAAA+Montserrat-Regular,11.00999977,0
976,"Austin,",38.33411845,11.00999977,426.1523297,489.5134897,464.4864482,478.5034899,DAAAAA+Montserrat-Regular,11.00999977,0
977,TX,13.2225596,11.00999977,467.402328,489.5134897,480.6248876,478.5034899,DAAAAA+Montserrat-Regular,11.00999977,0
978,Managed,53.21477794,11.00999977,255.1523369,504.513489,308.3671148,493.5034893,DAAAAA+Montserrat-Regular,11.00999977,0
979,a,6.495899862,11.00999977,311.4023345,504.513489,317.8982344,493.5034893,DAAAAA+Montserrat-Regular,11.00999977,0
980,team,29.681609,11.00999977,321.1523341,504.513489,350.8339431,493.5034893,DAAAAA+Montserrat-Regular,11.00999977,0
981,of,10.48238964,11.00999977,354.1523327,504.513489,364.6347224,493.5034893,DAAAAA+Montserrat-Regular,11.00999977,0
982,14,11.02760969,11.00999977,367.6523322,504.513489,378.6799419,493.5034893,DAAAAA+Montserrat-Regular,11.00999977,0
983,outbound,55.46477784,11.00999977,381.9023316,504.513489,437.3671094,493.5034893,DAAAAA+Montserrat-Regular,11.00999977,0
984,sales,27.13388898,11.00999977,440.4023291,504.513489,467.5362181,493.5034893,DAAAAA+Montserrat-Regular,11.00999977,0
985,specialists,56.38388776,11.00999977,470.4023279,504.513489,526.7862157,493.5034893,DAAAAA+Montserrat-Regular,11.00999977,0
986,Established,64.46477747,11.00999977,255.1523369,520.2634884,319.6171143,509.2534886,DAAAAA+Montserrat-Regular,11.00999977,0
987,monthly,47.21741815,11.00999977,322.6523341,520.2634884,369.8697522,509.2534886,DAAAAA+Montserrat-Regular,11.00999977,0
988,goals,29.38388889,11.00999977,372.902332,520.2634884,402.2862208,509.2534886,DAAAAA+Montserrat-Regular,11.00999977,0
989,and,21.71477925,11.00999977,405.1523306,520.2634884,426.8671099,509.2534886,DAAAAA+Montserrat-Regular,11.00999977,0
990,coaching,51.05285803,11.00999977,429.9023296,520.2634884,480.9551876,509.2534886,DAAAAA+Montserrat-Regular,11.00999977,0
991,for,14.91500947,11.00999977,483.9023273,520.2634884,498.8173368,509.2534886,DAAAAA+Montserrat-Regular,11.00999977,0
